1.5568,1.5516,1.5361,1.5103,1.4747,1.4295,1.3752,1.3124,1.2417,1.1640,1.0799,0.9903,0.8963,0.7987,0.6986,0.5970,0.4950,0.3937,0.2940,0.1971,0.1039,0.0155,-0.0674,-0.1437,-0.2127,-0.2738,-0.3262,-0.3694,-0.4030,-0.4266,-0.4399,-0.4429,-0.4355,-0.4178,-0.3899,-0.3522,-0.3050,-0.2489,-0.1844,-0.1121,-0.0329,0.0524,0.1430,0.2379,0.3361,0.4366,0.5383,0.6403,0.7413,0.8405
1.4693,1.4641,1.4486,1.4228,1.3872,1.3420,1.2877,1.2249,1.1542,1.0764,0.9923,0.9028,0.8088,0.7112,0.6111,0.5095,0.4075,0.3062,0.2065,0.1096,0.0164,-0.0720,-0.1549,-0.2312,-0.3003,-0.3613,-0.4137,-0.4569,-0.4905,-0.5141,-0.5274,-0.5304,-0.5230,-0.5053,-0.4774,-0.4397,-0.3925,-0.3364,-0.2719,-0.1996,-0.1204,-0.0351,0.0555,0.1504,0.2486,0.3491,0.4508,0.5528,0.6538,0.7530
1.3769,1.3717,1.3562,1.3304,1.2948,1.2496,1.1953,1.1325,1.0618,0.9841,0.9000,0.8104,0.7164,0.6188,0.5187,0.4171,0.3151,0.2138,0.1141,0.0172,-0.0760,-0.1644,-0.2473,-0.3236,-0.3926,-0.4537,-0.5061,-0.5493,-0.5829,-0.6065,-0.6198,-0.6228,-0.6154,-0.5977,-0.5698,-0.5321,-0.4849,-0.4288,-0.3642,-0.2920,-0.2128,-0.1275,-0.0369,0.0580,0.1562,0.2567,0.3584,0.4604,0.5614,0.6606
1.2806,1.2754,1.2599,1.2341,1.1985,1.1533,1.0990,1.0362,0.9655,0.8877,0.8036,0.7141,0.6201,0.5225,0.4224,0.3208,0.2188,0.1175,0.0178,-0.0791,-0.1723,-0.2607,-0.3436,-0.4199,-0.4890,-0.5500,-0.6024,-0.6456,-0.6792,-0.7028,-0.7161,-0.7191,-0.7117,-0.6940,-0.6661,-0.6284,-0.5812,-0.5251,-0.4606,-0.3883,-0.3091,-0.2238,-0.1332,-0.0383,0.0599,0.1604,0.2621,0.3641,0.4651,0.5643
1.1814,1.1762,1.1606,1.1349,1.0993,1.0540,0.9998,0.9370,0.8663,0.7885,0.7044,0.6149,0.5208,0.4232,0.3231,0.2216,0.1196,0.0182,-0.0814,-0.1783,-0.2715,-0.3600,-0.4428,-0.5191,-0.5882,-0.6492,-0.7016,-0.7448,-0.7784,-0.8020,-0.8154,-0.8184,-0.8110,-0.7932,-0.7654,-0.7276,-0.6805,-0.6243,-0.5598,-0.4876,-0.4084,-0.3230,-0.2324,-0.1376,-0.0394,0.0611,0.1629,0.2648,0.3659,0.4651
1.0803,1.0751,1.0595,1.0338,0.9981,0.9529,0.8986,0.8358,0.7652,0.6874,0.6033,0.5138,0.4197,0.3221,0.2220,0.1205,0.0185,-0.0829,-0.1825,-0.2794,-0.3726,-0.4611,-0.5439,-0.6203,-0.6893,-0.7503,-0.8027,-0.8460,-0.8795,-0.9031,-0.9165,-0.9195,-0.9121,-0.8943,-0.8665,-0.8288,-0.7816,-0.7254,-0.6609,-0.5887,-0.5095,-0.4241,-0.3336,-0.2387,-0.1405,-0.0400,0.0618,0.1637,0.2648,0.3639
0.9783,0.9731,0.9576,0.9318,0.8962,0.8510,0.7967,0.7339,0.6632,0.5854,0.5013,0.4118,0.3178,0.2202,0.1201,0.0185,-0.0835,-0.1848,-0.2845,-0.3814,-0.4746,-0.5630,-0.6459,-0.7222,-0.7913,-0.8523,-0.9047,-0.9479,-0.9815,-1.0051,-1.0184,-1.0214,-1.0140,-0.9963,-0.9684,-0.9307,-0.8835,-0.8274,-0.7629,-0.6906,-0.6114,-0.5261,-0.4355,-0.3406,-0.2424,-0.1419,-0.0402,0.0618,0.1628,0.2620
0.8766,0.8714,0.8558,0.8301,0.7945,0.7492,0.6950,0.6322,0.5615,0.4837,0.3996,0.3101,0.2160,0.1184,0.0183,-0.0832,-0.1852,-0.2866,-0.3862,-0.4831,-0.5763,-0.6648,-0.7476,-0.8239,-0.8930,-0.9540,-1.0064,-1.0496,-1.0832,-1.1068,-1.1202,-1.1232,-1.1158,-1.0980,-1.0702,-1.0324,-0.9853,-0.9291,-0.8646,-0.7923,-0.7132,-0.6278,-0.5372,-0.4424,-0.3442,-0.2437,-0.1419,-0.0400,0.0611,0.1603
0.7762,0.7710,0.7554,0.7297,0.6940,0.6488,0.5945,0.5317,0.4611,0.3833,0.2992,0.2096,0.1156,0.0180,-0.0821,-0.1837,-0.2857,-0.3870,-0.4867,-0.5836,-0.6767,-0.7652,-0.8480,-0.9244,-0.9934,-1.0545,-1.1069,-1.1501,-1.1837,-1.2073,-1.2206,-1.2236,-1.2162,-1.1985,-1.1706,-1.1329,-1.0857,-1.0296,-0.9650,-0.8928,-0.8136,-0.7283,-0.6377,-0.5428,-0.4446,-0.3441,-0.2424,-0.1404,-0.0393,0.0598
0.6780,0.6728,0.6573,0.6316,0.5959,0.5507,0.4964,0.4336,0.3629,0.2852,0.2011,0.1115,0.0175,-0.0801,-0.1802,-0.2818,-0.3838,-0.4851,-0.5848,-0.6817,-0.7749,-0.8633,-0.9462,-1.0225,-1.0915,-1.1526,-1.2050,-1.2482,-1.2818,-1.3054,-1.3187,-1.3217,-1.3143,-1.2966,-1.2687,-1.2310,-1.1838,-1.1277,-1.0631,-0.9909,-0.9117,-0.8264,-0.7358,-0.6409,-0.5427,-0.4422,-0.3405,-0.2385,-0.1374,-0.0383
0.5833,0.5781,0.5625,0.5368,0.5011,0.4559,0.4016,0.3388,0.2682,0.1904,0.1063,0.0168,-0.0773,-0.1749,-0.2750,-0.3765,-0.4785,-0.5799,-0.6795,-0.7765,-0.8696,-0.9581,-1.0409,-1.1173,-1.1863,-1.2473,-1.2997,-1.3430,-1.3765,-1.4001,-1.4135,-1.4165,-1.4091,-1.3913,-1.3635,-1.3258,-1.2786,-1.2224,-1.1579,-1.0857,-1.0065,-0.9211,-0.8306,-0.7357,-0.6375,-0.5370,-0.4352,-0.3333,-0.2322,-0.1331
0.4928,0.4876,0.4721,0.4464,0.4107,0.3655,0.3112,0.2484,0.1778,0.1000,0.0159,-0.0737,-0.1677,-0.2653,-0.3654,-0.4670,-0.5690,-0.6703,-0.7700,-0.8669,-0.9601,-1.0485,-1.1313,-1.2077,-1.2767,-1.3378,-1.3902,-1.4334,-1.4670,-1.4906,-1.5039,-1.5069,-1.4995,-1.4818,-1.4539,-1.4162,-1.3690,-1.3129,-1.2483,-1.1761,-1.0969,-1.0116,-0.9210,-0.8261,-0.7279,-0.6274,-0.5257,-0.4237,-0.3226,-0.2235
0.4077,0.4025,0.3869,0.3612,0.3255,0.2803,0.2261,0.1633,0.0926,0.0148,-0.0693,-0.1588,-0.2529,-0.3505,-0.4506,-0.5521,-0.6541,-0.7555,-0.8551,-0.9520,-1.0452,-1.1337,-1.2165,-1.2928,-1.3619,-1.4229,-1.4753,-1.5185,-1.5521,-1.5757,-1.5891,-1.5921,-1.5847,-1.5669,-1.5391,-1.5013,-1.4542,-1.3980,-1.3335,-1.2613,-1.1821,-1.0967,-1.0062,-0.9113,-0.8131,-0.7126,-0.6108,-0.5089,-0.4078,-0.3086
0.3287,0.3235,0.3079,0.2822,0.2466,0.2013,0.1471,0.0843,0.0136,-0.0642,-0.1483,-0.2378,-0.3319,-0.4295,-0.5296,-0.6311,-0.7331,-0.8345,-0.9341,-1.0310,-1.1242,-1.2127,-1.2955,-1.3718,-1.4409,-1.5019,-1.5543,-1.5975,-1.6311,-1.6547,-1.6681,-1.6711,-1.6637,-1.6459,-1.6181,-1.5803,-1.5332,-1.4770,-1.4125,-1.3402,-1.2611,-1.1757,-1.0851,-0.9903,-0.8921,-0.7916,-0.6898,-0.5879,-0.4868,-0.3876
0.2567,0.2515,0.2359,0.2102,0.1745,0.1293,0.0751,0.0123,-0.0584,-0.1362,-0.2203,-0.3098,-0.4039,-0.5015,-0.6016,-0.7031,-0.8051,-0.9065,-1.0061,-1.1030,-1.1962,-1.2847,-1.3675,-1.4438,-1.5129,-1.5739,-1.6263,-1.6695,-1.7031,-1.7267,-1.7401,-1.7431,-1.7357,-1.7179,-1.6901,-1.6523,-1.6052,-1.5490,-1.4845,-1.4123,-1.3331,-1.2477,-1.1572,-1.0623,-0.9641,-0.8636,-0.7618,-0.6599,-0.5588,-0.4596
0.1924,0.1872,0.1717,0.1459,0.1103,0.0651,0.0108,-0.0520,-0.1227,-0.2005,-0.2846,-0.3741,-0.4682,-0.5657,-0.6658,-0.7674,-0.8694,-0.9707,-1.0704,-1.1673,-1.2605,-1.3489,-1.4318,-1.5081,-1.5772,-1.6382,-1.6906,-1.7338,-1.7674,-1.7910,-1.8044,-1.8073,-1.7999,-1.7822,-1.7543,-1.7166,-1.6694,-1.6133,-1.5488,-1.4765,-1.3973,-1.3120,-1.2214,-1.1265,-1.0283,-0.9278,-0.8261,-0.7241,-0.6231,-0.5239
0.1365,0.1313,0.1158,0.0901,0.0544,0.0092,-0.0451,-0.1079,-0.1786,-0.2563,-0.3404,-0.4300,-0.5240,-0.6216,-0.7217,-0.8233,-0.9253,-1.0266,-1.1263,-1.2232,-1.3164,-1.4048,-1.4877,-1.5640,-1.6330,-1.6941,-1.7465,-1.7897,-1.8233,-1.8469,-1.8602,-1.8632,-1.8558,-1.8381,-1.8102,-1.7725,-1.7253,-1.6692,-1.6046,-1.5324,-1.4532,-1.3679,-1.2773,-1.1824,-1.0842,-0.9837,-0.8820,-0.7800,-0.6789,-0.5798
0.0897,0.0845,0.0689,0.0432,0.0075,-0.0377,-0.0920,-0.1548,-0.2254,-0.3032,-0.3873,-0.4769,-0.5709,-0.6685,-0.7686,-0.8702,-0.9722,-1.0735,-1.1732,-1.2701,-1.3633,-1.4517,-1.5345,-1.6109,-1.6799,-1.7410,-1.7934,-1.8366,-1.8702,-1.8938,-1.9071,-1.9101,-1.9027,-1.8850,-1.8571,-1.8194,-1.7722,-1.7161,-1.6515,-1.5793,-1.5001,-1.4148,-1.3242,-1.2293,-1.1311,-1.0306,-0.9289,-0.8269,-0.7258,-0.6267
0.0522,0.0470,0.0315,0.0057,-0.0299,-0.0751,-0.1294,-0.1922,-0.2629,-0.3406,-0.4247,-0.5143,-0.6083,-0.7059,-0.8060,-0.9076,-1.0096,-1.1109,-1.2106,-1.3075,-1.4007,-1.4891,-1.5720,-1.6483,-1.7173,-1.7784,-1.8308,-1.8740,-1.9076,-1.9312,-1.9445,-1.9475,-1.9401,-1.9224,-1.8945,-1.8568,-1.8096,-1.7535,-1.6890,-1.6167,-1.5375,-1.4522,-1.3616,-1.2667,-1.1685,-1.0680,-0.9663,-0.8643,-0.7633,-0.6641
0.0247,0.0195,0.0039,-0.0218,-0.0575,-0.1027,-0.1570,-0.2198,-0.2904,-0.3682,-0.4523,-0.5419,-0.6359,-0.7335,-0.8336,-0.9352,-1.0371,-1.1385,-1.2381,-1.3351,-1.4282,-1.5167,-1.5995,-1.6759,-1.7449,-1.8060,-1.8584,-1.9016,-1.9351,-1.9587,-1.9721,-1.9751,-1.9677,-1.9500,-1.9221,-1.8844,-1.8372,-1.7810,-1.7165,-1.6443,-1.5651,-1.4798,-1.3892,-1.2943,-1.1961,-1.0956,-0.9938,-0.8919,-0.7908,-0.6917
0.0073,0.0021,-0.0135,-0.0392,-0.0749,-0.1201,-0.1744,-0.2372,-0.3078,-0.3856,-0.4697,-0.5593,-0.6533,-0.7509,-0.8510,-0.9526,-1.0546,-1.1559,-1.2556,-1.3525,-1.4456,-1.5341,-1.6169,-1.6933,-1.7623,-1.8234,-1.8758,-1.9190,-1.9526,-1.9762,-1.9895,-1.9925,-1.9851,-1.9674,-1.9395,-1.9018,-1.8546,-1.7985,-1.7339,-1.6617,-1.5825,-1.4972,-1.4066,-1.3117,-1.2135,-1.1130,-1.0113,-0.9093,-0.8082,-0.7091
0.0002,-0.0050,-0.0206,-0.0463,-0.0820,-0.1272,-0.1815,-0.2443,-0.3149,-0.3927,-0.4768,-0.5664,-0.6604,-0.7580,-0.8581,-0.9597,-1.0616,-1.1630,-1.2626,-1.3596,-1.4527,-1.5412,-1.6240,-1.7004,-1.7694,-1.8305,-1.8829,-1.9261,-1.9596,-1.9832,-1.9966,-1.9996,-1.9922,-1.9745,-1.9466,-1.9089,-1.8617,-1.8055,-1.7410,-1.6688,-1.5896,-1.5043,-1.4137,-1.3188,-1.2206,-1.1201,-1.0183,-0.9164,-0.8153,-0.7162
0.0035,-0.0017,-0.0173,-0.0430,-0.0787,-0.1239,-0.1782,-0.2410,-0.3116,-0.3894,-0.4735,-0.5630,-0.6571,-0.7547,-0.8548,-0.9563,-1.0583,-1.1597,-1.2593,-1.3562,-1.4494,-1.5379,-1.6207,-1.6970,-1.7661,-1.8271,-1.8795,-1.9228,-1.9563,-1.9799,-1.9933,-1.9963,-1.9889,-1.9711,-1.9433,-1.9055,-1.8584,-1.8022,-1.7377,-1.6655,-1.5863,-1.5009,-1.4104,-1.3155,-1.2173,-1.1168,-1.0150,-0.9131,-0.8120,-0.7129
0.0172,0.0120,-0.0036,-0.0293,-0.0650,-0.1102,-0.1645,-0.2273,-0.2979,-0.3757,-0.4598,-0.5494,-0.6434,-0.7410,-0.8411,-0.9427,-1.0446,-1.1460,-1.2456,-1.3426,-1.4357,-1.5242,-1.6070,-1.6834,-1.7524,-1.8135,-1.8659,-1.9091,-1.9426,-1.9662,-1.9796,-1.9826,-1.9752,-1.9575,-1.9296,-1.8919,-1.8447,-1.7885,-1.7240,-1.6518,-1.5726,-1.4873,-1.3967,-1.3018,-1.2036,-1.1031,-1.0013,-0.8994,-0.7983,-0.6992
0.0411,0.0359,0.0203,-0.0054,-0.0411,-0.0863,-0.1406,-0.2034,-0.2740,-0.3518,-0.4359,-0.5254,-0.6195,-0.7171,-0.8172,-0.9188,-1.0207,-1.1221,-1.2217,-1.3187,-1.4118,-1.5003,-1.5831,-1.6595,-1.7285,-1.7895,-1.8419,-1.8852,-1.9187,-1.9423,-1.9557,-1.9587,-1.9513,-1.9335,-1.9057,-1.8680,-1.8208,-1.7646,-1.7001,-1.6279,-1.5487,-1.4633,-1.3728,-1.2779,-1.1797,-1.0792,-0.9774,-0.8755,-0.7744,-0.6753
